,attributes.capacitystatus,attributes.clockSpeed,attributes.currentGeneration,attributes.dedicatedEbsThroughput,attributes.ebsOptimized,attributes.ecu,attributes.elasticGpuType,attributes.enhancedNetworkingSupported,attributes.fromLocation,attributes.fromLocationType,attributes.gpu,attributes.gpuMemory,attributes.group,attributes.groupDescription,attributes.instance,attributes.instanceCapacity10xlarge,attributes.instanceCapacity12xlarge,attributes.instanceCapacity16xlarge,attributes.instanceCapacity18xlarge,attributes.instanceCapacity24xlarge,attributes.instanceCapacity2xlarge,attributes.instanceCapacity32xlarge,attributes.instanceCapacity4xlarge,attributes.instanceCapacity8xlarge,attributes.instanceCapacity9xlarge,attributes.instanceCapacityLarge,attributes.instanceCapacityMedium,attributes.instanceCapacityXlarge,attributes.instanceFamily,attributes.instanceType,attributes.intelAvx2Available,attributes.intelAvxAvailable,attributes.intelTurboAvailable,attributes.licenseModel,attributes.location,attributes.locationType,attributes.maxIopsBurstPerformance,attributes.maxIopsvolume,attributes.maxThroughputvolume,attributes.maxVolumeSize,attributes.memory,attributes.networkPerformance,attributes.normalizationSizeFactor,attributes.operatingSystem,attributes.operation,attributes.physicalCores,attributes.physicalProcessor,attributes.preInstalledSw,attributes.processorArchitecture,attributes.processorFeatures,attributes.provisioned,attributes.servicecode,attributes.servicename,attributes.storage,attributes.storageMedia,attributes.tenancy,attributes.toLocation,attributes.toLocationType,attributes.transferType,attributes.usagetype,attributes.vcpu,attributes.volumeType,productFamily,sku
43038,Used,2.5 GHz,Yes,12000 Mbps,,345,,Yes,,,,,,,,,,,,,,,,,,,,,General purpose,m5.24xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,384 GiB,25 Gigabit,192,Windows,RunInstances:0006,,Intel Xeon Platinum 8175,SQL Std,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:m5.24xlarge,96,,Compute Instance,MF4KYQVZ2JM2VQ39
43049,Used,2.5 GHz,No,,,27,,Yes,,,,,,,,,,,,,,,,,,,,,Storage optimized,i2.2xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,61 GiB,High,16,Linux,RunInstances:0100,,Intel Xeon E5-2670 v2 (Ivy Bridge),SQL Ent,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,2 x 800 SSD,,Dedicated,,,,DedicatedUsage:i2.2xlarge,8,,Compute Instance,UQGFJUSY3REXRVK5
43052,Used,2.5 GHz,Yes,2120 Mbps,,60,,Yes,,,,,,,,,,,,,,,,,,,,,General purpose,m5.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,64 GiB,Up to 10 Gigabit,32,Linux,RunInstances:0100,,Intel Xeon Platinum 8175,SQL Ent,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:m5.4xlarge,16,,Compute Instance,DXM7WWMDR9CYKCC9
43058,Used,2.3 GHz,Yes,1750 Mbps,,26,,Yes,,,1,,,,,,,,,,,,,,,,,,GPU instance,p3.2xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,61 GiB,Up to 10 Gigabit,16,RHEL,RunInstances:0010,,Intel Xeon E5-2686 v4 (Broadwell),NA,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:p3.2xlarge,8,,Compute Instance,245DEJZVP4HBBUX3
43089,NA,2.5 GHz,Yes,Upto 2120 Mbps,,31,,Yes,,,,,,,,,,,,,,,,,,,,,General purpose,m5d.2xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,32 GiB,Up to 10 Gigabit,16,Linux,Hourly,,Intel Xeon Platinum 8175,NA,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,1 x 300 NVMe SSD,,NA,,,,EBSOptimized:m5d.2xlarge,8,,Compute Instance,U8M8PHUU4UH2V8RK
43128,Used,2.5 GHz,Yes,Upto 2120 Mbps,,16,,Yes,,,,,,,,,,,,,,,,,,,,,General purpose,m5.xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,16 GiB,Up to 10 Gigabit,8,SUSE,RunInstances:000g,,Intel Xeon Platinum 8175,NA,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:m5.xlarge,4,,Compute Instance,HRSC2Z6HBY4ZTRGA
43141,Used,,Yes,,,75,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,z1d.3xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,96 GiB,Up to 10 Gigabit,24,Windows,RunInstances:0002,,Intel Xeon Platinum 8151,NA,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 450 NVMe SSD,,Host,,,,HostBoxUsage:z1d.3xlarge,12,,Compute Instance,WHZW7QHZ4VTAP2SV
43152,Used,,No,,,2,,,,,,,,,,,,,,,,,,,,,,,General purpose,m1.medium,,,,No License required,US East (N. Virginia),AWS Region,,,,,3.75 GiB,Moderate,2,Windows,RunInstances:0202,,Intel Xeon Family,SQL Web,32-bit or 64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 410,,Dedicated,,,,DedicatedUsage:m1.medium,1,,Compute Instance,ATA6MJZDUQ53CRMP
43153,Used,2.5 GHz,No,,,26,,,,,,,,,,,,,,,,,,,,,,,General purpose,m3.2xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,30 GiB,High,16,Linux,RunInstances:0004,,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),SQL Std,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,2 x 80 SSD,,Dedicated,,,,DedicatedUsage:m3.2xlarge,8,,Compute Instance,HZ6U97QKJEAKXGWV
43180,Used,2.3 GHz,Yes,500 Mbps,,12,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,x1e.xlarge,Yes,Yes,,No License required,US East (N. Virginia),AWS Region,,,,,122 GiB,Up to 10 Gigabit,8,Windows,RunInstances:0002,,High Frequency Intel Xeon E7-8880 v3 (Haswell),NA,64-bit,"Intel AVX, Intel AVX2",,AmazonEC2,Amazon Elastic Compute Cloud,1 x 120 SSD,,Shared,,,,BoxUsage:x1e.xlarge,4,,Compute Instance,9HFHK6RECZZ4W92B
43193,Used,3.0 Ghz,Yes,Upto 2250 Mbps,,17,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c5.xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,8 GiB,Up to 10 Gigabit,8,Windows,RunInstances:0102,,Intel Xeon Platinum 8124M,SQL Ent,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Shared,,,,BoxUsage:c5.xlarge,4,,Compute Instance,2EKFX2CKSTAYWT4G
43217,Used,2.3 GHz,Yes,3000 Mbps,,53,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,r4.4xlarge,,,,Bring your own license,US East (N. Virginia),AWS Region,,,,,122 GiB,Up to 10 Gigabit,32,Windows,RunInstances:0800,,Intel Xeon E5-2686 v4 (Broadwell),NA,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Shared,,,,BoxUsage:r4.4xlarge,16,,Compute Instance,9V4P3HXFJR9R93QT
43222,NA,,Yes,,,10,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,r5.large,,,,No License required,US East (N. Virginia),AWS Region,,,,,16 GiB,10 Gigabit,4,Linux,Hourly,,Intel Xeon Platinum 8175,NA,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,NA,,,,EBSOptimized:r5.large,2,,Compute Instance,R7AD2XM5SCUW87R9
43254,Used,2.5 GHz,No,,,26,,,,,,,,,,,,,,,,,,,,,,,General purpose,m3.2xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,30 GiB,High,16,Windows,RunInstances:0202,,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),SQL Web,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,2 x 80 SSD,,Shared,,,,BoxUsage:m3.2xlarge,8,,Compute Instance,CW2JQMRMB2W7GWB3
43255,Used,,No,,,8,,,,,,,,,,,,,,,,,,,,,,,General purpose,m1.xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,15 GiB,High,8,RHEL,RunInstances:0010,,Intel Xeon Family,NA,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,4 x 420,,Shared,,,,BoxUsage:m1.xlarge,4,,Compute Instance,DNQP3UURB2QMZNV3
43259,Used,2.3 GHz,Yes,12000 Mbps,,188,,Yes,,,,,,,,,,,,,,,,,,,,,Storage optimized,h1.16xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,256 GiB,25 Gigabit,128,Linux,RunInstances:0100,,Intel Xeon E5-2686 v4 (Broadwell),SQL Ent,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,8 x 2000 HDD,,Shared,,,,BoxUsage:h1.16xlarge,64,,Compute Instance,M2N52KZQNAD6WVRH
43292,Used,2.3 GHz,Yes,14000 Mbps,,340,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,x1e.32xlarge,Yes,Yes,Yes,No License required,US East (N. Virginia),AWS Region,,,,,"3,904 GiB",25 Gigabit,256,Linux,RunInstances:0100,,High Frequency Intel Xeon E7-8880 v3 (Haswell),SQL Ent,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,"2 x 1,920 SSD",,Shared,,,,BoxUsage:x1e.32xlarge,128,,Compute Instance,TQJH9DBQVT3QC45G
43296,Used,,Yes,,,52,,,,,,,,,,,,,,,,,,,,,,,FPGA Instances,f1.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,244 GiB,10 Gigabit,32,SUSE,RunInstances:000g,,Intel Xeon E5-2686 v4 (Broadwell),NA,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 940 GB,,Host,,,,HostBoxUsage:f1.4xlarge,16,,Compute Instance,S2TUV43A5WK53TRB
43323,Used,Up to 3.3 GHz,Yes,,,Variable,,,,,,,,,,,,,,,,,,,,,,,General purpose,t2.small,,,,Bring your own license,US East (N. Virginia),AWS Region,,,,,2 GiB,Low to Moderate,1,Windows,RunInstances:0800,,Intel Xeon Family,NA,32-bit or 64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Shared,,,,BoxUsage:t2.small,1,,Compute Instance,AG87TQB4PQQPZXFK
43331,Used,2.4 GHz,Yes,,,56,,Yes,,,,,,,,,,,,,,,,,,,,,Storage optimized,d2.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,122 GiB,High,32,Windows,RunInstances:0102,,Intel Xeon E5-2676v3 (Haswell),SQL Ent,64-bit,Intel AVX; Intel AVX2; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,12 x 2000 HDD,,Dedicated,,,,DedicatedUsage:d2.4xlarge,16,,Compute Instance,9J54RV93FDP84TGG
43332,Used,,No,,,5,,,,,,,,,,,,,,,,,,,,,,,Compute optimized,c1.medium,,,,No License required,US East (N. Virginia),AWS Region,,,,,1.7 GiB,Moderate,2,Windows,RunInstances:0202,,Intel Xeon Family,SQL Web,32-bit or 64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 350,,Shared,,,,BoxUsage:c1.medium,2,,Compute Instance,3CAET66XVXDZHGQY
43337,Used,2.3 GHz,Yes,,,188,,Yes,,,16,,,,,,,,,,,,,,,,,,GPU instance,p2.16xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,768 GiB,20 Gigabit,128,Windows,RunInstances:0102,,Intel Xeon E5-2686 v4 (Broadwell),SQL Ent,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Shared,,,,BoxUsage:p2.16xlarge,64,,Compute Instance,F7MKSFT7MRGHJF5U
43401,Used,,Yes,,,188,,,,,,,,,,,,,,,,,,,,,,,FPGA Instances,f1.16xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,976 GiB,20 Gigabit,128,SUSE,RunInstances:000g,,Intel Xeon E5-2686 v4 (Broadwell),NA,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Shared,,,,BoxUsage:f1.16xlarge,64,,Compute Instance,D6HGB9XUMNSDTB9G
43459,Used,2.8 GHz,No,,,14,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c3.xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,7.5 GiB,Moderate,8,Linux,RunInstances:0100,,Intel Xeon E5-2680 v2 (Ivy Bridge),SQL Ent,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,2 x 40 SSD,,Shared,,,,BoxUsage:c3.xlarge,4,,Compute Instance,E9FQ8CMWYHPW4DVF
43460,Used,2.5 GHz,No,,,6.5,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,r3.large,,,,No License required,US East (N. Virginia),AWS Region,,,,,15.25 GiB,Moderate,4,Linux,RunInstances:0200,,Intel Xeon E5-2670 v2 (Ivy Bridge),SQL Web,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 32 SSD,,Dedicated,,,,DedicatedUsage:r3.large,2,,Compute Instance,WJWNWP65J9DTRKDN
43478,Used,,Yes,,,347,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,r5d.24xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,768 GiB,25 Gigabit,192,Linux,RunInstances,,Intel Xeon Platinum 8175,NA,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,4 x 900 NVMe SSD,,Dedicated,,,,DedicatedUsage:r5d.24xlarge,96,,Compute Instance,2JU28SDQFE3K955D
43487,Used,,Yes,,,53,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,z1d.2xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,64 GiB,Up to 10 Gigabit,16,Linux,RunInstances:0200,,Intel Xeon Platinum 8151,SQL Web,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 300 NVMe SSD,,Host,,,,HostBoxUsage:z1d.2xlarge,8,,Compute Instance,2D2SQFGWCMP7HS7S
43489,Used,2.5 GHz,No,,,13,,,,,,,,,,,,,,,,,,,,,,,General purpose,m3.xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,15 GiB,High,8,Linux,RunInstances:0100,,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),SQL Ent,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,2 x 40 SSD,,Dedicated,,,,DedicatedUsage:m3.xlarge,4,,Compute Instance,GY29A9ZU2ZABXJMW
43495,Used,3.0 Ghz,Yes,Upto 2250 Mbps,,68,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c5.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,32 GiB,Up to 10 Gigabit,32,Linux,RunInstances:0100,,Intel Xeon Platinum 8124M,SQL Ent,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Dedicated,,,,DedicatedUsage:c5.4xlarge,16,,Compute Instance,DSMQ7USNGXZ2A86G
43496,Used,,Yes,,,15,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,z1d.large,,,,No License required,US East (N. Virginia),AWS Region,,,,,16 GiB,Up to 10 Gigabit,4,RHEL,RunInstances:0010,,Intel Xeon Platinum 8151,NA,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 75 NVMe SSD,,Host,,,,HostBoxUsage:z1d.large,2,,Compute Instance,VMB4NKWWF2BC62VZ
43508,Used,2.4 GHz,Yes,,,28,,Yes,,,,,,,,,,,,,,,,,,,,,Storage optimized,d2.2xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,61 GiB,High,16,Windows,RunInstances:0006,,Intel Xeon E5-2676v3 (Haswell),SQL Std,64-bit,Intel AVX; Intel AVX2; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,6 x 2000 HDD,,Host,,,,HostBoxUsage:d2.2xlarge,8,,Compute Instance,HRE9N7QDXRK4WGK6
43510,Used,2.5 GHz,No,,,52,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,r3.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,122 GiB,High,32,Windows,RunInstances:0002,,Intel Xeon E5-2670 v2 (Ivy Bridge),NA,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 320 SSD,,Host,,,,HostBoxUsage:r3.4xlarge,16,,Compute Instance,5J4A5X6Z5M3JUPTT
43522,Used,3.0 Ghz,Yes,4500 Mbps,,141,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c5d.9xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,72 GiB,10 Gigabit,72,Windows,RunInstances:0102,,Intel Xeon Platinum 8124M,SQL Ent,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,1 x 900 NVMe SSD,,Host,,,,HostBoxUsage:c5d.9xlarge,36,,Compute Instance,VH3FYYGRQ4MQTDJR
43547,Used,2.3 GHz,Yes,3000 Mbps,,53,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,r4.4xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,122 GiB,Up to 10 Gigabit,32,Linux,RunInstances:0200,,Intel Xeon E5-2686 v4 (Broadwell),SQL Web,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Shared,,,,BoxUsage:r4.4xlarge,16,,Compute Instance,THFNRTPUX3RZSU2R
43558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US East (N. Virginia),AWS Region,,20000,320 MB/sec,16 TiB,,,,,,,,,,,,AmazonEC2,Amazon Elastic Compute Cloud,,SSD-backed,,,,,EBS:VolumeUsage.piops,,Provisioned IOPS,Storage,JR4AM7VS63CTEPMN
43562,Used,2.5 GHz,Yes,Upto 2120 Mbps,,8,,Yes,,,,,,,,,,,,,,,,,,,,,General purpose,m5.large,,,,No License required,US East (N. Virginia),AWS Region,,,,,8 GiB,Up to 10 Gigabit,4,Windows,RunInstances:0202,,Intel Xeon Platinum 8175,SQL Web,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:m5.large,2,,Compute Instance,ZKTABABU2XG8VT7Q
43571,Used,,Yes,,,75,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,z1d.3xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,96 GiB,Up to 10 Gigabit,24,Windows,RunInstances:0202,,Intel Xeon Platinum 8151,SQL Web,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 450 NVMe SSD,,Shared,,,,BoxUsage:z1d.3xlarge,12,,Compute Instance,2ZTBBSWBKDXYGS4C
43574,Used,,Yes,,,19,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,r5.xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,32 GiB,10 Gigabit,8,RHEL,RunInstances:0010,,Intel Xeon Platinum 8175,NA,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Shared,,,,BoxUsage:r5.xlarge,4,,Compute Instance,H5XBSTQT2E4ASSQX
43583,Used,,No,,,13,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,m2.2xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,34.2 GiB,Moderate,16,Windows,RunInstances:0006,,Intel Xeon Family,SQL Std,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 850,,Dedicated,,,,DedicatedUsage:m2.2xlarge,4,,Compute Instance,VP7WYZSF63TZQ25D
43612,Used,2.8 GHz,No,,,108,,Yes,,,,,,,,,,,,,,,,,,,,,Compute optimized,c3.8xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,60 GiB,10 Gigabit,64,RHEL,RunInstances:0010,,Intel Xeon E5-2680 v2 (Ivy Bridge),NA,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,2 x 320 SSD,,Host,,,,HostBoxUsage:c3.8xlarge,32,,Compute Instance,6TY9KK9HGP4Z383Q
43645,Used,2.3 GHz,Yes,12000 Mbps,,195,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,r4.16xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,488 GiB,20 Gigabit,128,Windows,RunInstances:0202,,Intel Xeon E5-2686 v4 (Broadwell),SQL Web,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:r4.16xlarge,64,,Compute Instance,GQZCFDP9G7RHFB9X
43653,Used,2.5 GHz,No,,,104,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,r3.8xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,244 GiB,10 Gigabit,64,Windows,RunInstances:0102,,Intel Xeon E5-2670 v2 (Ivy Bridge),SQL Ent,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,2 x 320 SSD,,Host,,,,HostBoxUsage:r3.8xlarge,32,,Compute Instance,G58S7QPRR2YBRCEW
43672,Used,,No,,,6.5,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,m2.xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,17.1 GiB,Moderate,8,Windows,RunInstances:0002,,Intel Xeon Family,NA,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 420,,Shared,,,,BoxUsage:m2.xlarge,2,,Compute Instance,7YAZRK59RPPWSKMN
43677,Used,2.3 GHz,Yes,7000 Mbps,,179,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,x1e.16xlarge,Yes,Yes,Yes,No License required,US East (N. Virginia),AWS Region,,,,,"1,952 GiB",10 Gigabit,128,Linux,RunInstances:0100,,High Frequency Intel Xeon E7-8880 v3 (Haswell),SQL Ent,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,1 x 1920 SSD,,Shared,,,,BoxUsage:x1e.16xlarge,64,,Compute Instance,YPCYVAK8FKDMUD6T
43681,Used,,Yes,,,10,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,r5d.large,,,,No License required,US East (N. Virginia),AWS Region,,,,,16 GiB,10 Gigabit,4,Windows,RunInstances:0006,,Intel Xeon Platinum 8175,SQL Std,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 75 NVMe SSD,,Dedicated,,,,DedicatedUsage:r5d.large,2,,Compute Instance,6TPXRHS7YWTEPN8H
43700,Used,2.3 GHz,Yes,3500 Mbps,,91,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,x1e.8xlarge,Yes,Yes,Yes,No License required,US East (N. Virginia),AWS Region,,,,,976 GiB,Up to 10 Gigabit,64,Linux,RunInstances:0200,,High Frequency Intel Xeon E7-8880 v3 (Haswell),SQL Web,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,1 x 960 SSD,,Dedicated,,,,DedicatedUsage:x1e.8xlarge,32,,Compute Instance,E89VJ95KXV7CZYJC
43701,Used,,Yes,,,347,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,r5.24xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,768 GiB,25 Gigabit,192,Linux,RunInstances:0004,,Intel Xeon Platinum 8175,SQL Std,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Host,,,,HostBoxUsage:r5.24xlarge,96,,Compute Instance,MX6YJ2JRMCXT6463
43720,Used,2.5 GHz,No,,,6.5,,,,,,,,,,,,,,,,,,,,,,,General purpose,m3.large,,,,No License required,US East (N. Virginia),AWS Region,,,,,7.5 GiB,Moderate,4,SUSE,RunInstances:000g,,Intel Xeon E5-2670 v2 (Ivy Bridge/Sandy Bridge),NA,64-bit,Intel AVX; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 32 SSD,,Dedicated,,,,DedicatedUsage:m3.large,2,,Compute Instance,4CWD92A352MDCZ9Q
43722,Used,2.3 GHz,Yes,3500 Mbps,,91,,Yes,,,,,,,,,,,,,,,,,,,,,Memory optimized,x1e.8xlarge,Yes,Yes,Yes,No License required,US East (N. Virginia),AWS Region,,,,,976 GiB,Up to 10 Gigabit,64,SUSE,RunInstances:000g,,High Frequency Intel Xeon E7-8880 v3 (Haswell),NA,64-bit,"Intel AVX, Intel AVX2, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,1 x 960 SSD,,Shared,,,,BoxUsage:x1e.8xlarge,32,,Compute Instance,PHH3YFDMQYEVPEK4
43738,Used,,Yes,,,173,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,r5.12xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,384 GiB,10 Gigabit,96,Linux,RunInstances:0004,,Intel Xeon Platinum 8175,SQL Std,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,EBS only,,Dedicated,,,,DedicatedUsage:r5.12xlarge,48,,Compute Instance,XRZEK8PQEQHHPE2T
43740,Used,,No,,,6.5,,,,,,,,,,,,,,,,,,,,,,,Memory optimized,m2.xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,17.1 GiB,Moderate,8,Windows,RunInstances:0006,,Intel Xeon Family,SQL Std,64-bit,,,AmazonEC2,Amazon Elastic Compute Cloud,1 x 420,,Dedicated,,,,DedicatedUsage:m2.xlarge,2,,Compute Instance,MDWHVPMZ3JHUF4C8
43746,Used,2.4 GHz,Yes,,,28,,Yes,,,,,,,,,,,,,,,,,,,,,Storage optimized,d2.2xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,61 GiB,High,16,Linux,RunInstances:0100,,Intel Xeon E5-2676v3 (Haswell),SQL Ent,64-bit,Intel AVX; Intel AVX2; Intel Turbo,,AmazonEC2,Amazon Elastic Compute Cloud,6 x 2000 HDD,,Host,,,,HostBoxUsage:d2.2xlarge,8,,Compute Instance,3K9TCCK5VQWHFRCB
43751,Used,2.5 GHz,Yes,12000 Mbps,,345,,Yes,,,,,,,,,,,,,,,,,,,,,General purpose,m5d.24xlarge,,,,No License required,US East (N. Virginia),AWS Region,,,,,384 GiB,25 Gigabit,192,RHEL,RunInstances:0010,,Intel Xeon Platinum 8175,NA,64-bit,"Intel AVX, Intel AVX2, Intel AVX512, Intel Turbo",,AmazonEC2,Amazon Elastic Compute Cloud,4 x 900 NVMe SSD,,Shared,,,,BoxUsage:m5d.24xlarge,96,,Compute Instance,EBDV6YJFC8EDK23Y
